Date,High,Low,Open,Close,Volume,Adj Close
2017-01-10,279.220001221,276.140014648,277.459991455,278.880004883,877500.0,271.759613037
2017-01-11,284.320007324,277.609985352,277.609985352,283.760009766,841100.0,276.515014648
2017-01-12,284.230010986,280.160003662,281.940002441,283.540008545,649600.0,276.300628662
2017-01-13,285.320007324,280.799987793,283.760009766,285.100006104,580100.0,277.820831299
2017-01-17,285.720001221,282.459991455,284.570007324,284.359985352,739600.0,277.099700928
2017-01-18,287.359985352,283.170013428,284.720001221,286.959991455,787700.0,279.633300781
2017-01-19,287.989990234,281.450012207,286.859985352,283.089996338,1152800.0,275.862121582
2017-01-20,284.920013428,281.790008545,284.290008545,283.619995117,915900.0,276.378570557
2017-01-23,285.130004883,282.980010986,283.630004883,284.0,1065200.0,276.74887085
2017-01-24,285.899993896,280.540008545,284.410003662,280.769989014,1539500.0,273.601348877
2017-01-25,283.420013428,280.140014648,282.459991455,283.420013428,2351600.0,276.183746338
2017-01-26,308.929992676,298.5,301.559997559,305.0,3013700.0,297.212677002
2017-01-27,310.0,303.600006104,304.820007324,305.200012207,1501300.0,297.407623291
2017-01-30,306.75,302.309997559,304.649993896,304.829986572,1165200.0,297.047027588
2017-01-31,304.890014648,300.179992676,302.760009766,303.809997559,912700.0,296.053070068
2017-02-01,306.579986572,301.690002441,302.200012207,306.179992676,770500.0,298.362609863
2017-02-02,307.359985352,303.570007324,306.739990234,303.859985352,737900.0,296.101806641
2017-02-03,306.739990234,303.0,306.739990234,304.0,587600.0,296.238220215
2017-02-06,304.660003662,301.75,303.489990234,301.970001221,585600.0,294.260040283
2017-02-07,303.980010986,301.510009766,302.820007324,302.049987793,476900.0,294.338012695
2017-02-08,305.459991455,302.010009766,302.220001221,305.359985352,431600.0,297.56350708
2017-02-09,306.970001221,305.100006104,305.760009766,306.489990234,524900.0,298.664642334
2017-02-10,307.709991455,305.260009766,306.640014648,306.470001221,406500.0,298.645202637
2017-02-13,309.679992676,306.0,307.0,309.619995117,743900.0,301.71472168
2017-02-14,310.0,306.820007324,308.429992676,309.899993896,815600.0,301.987609863
2017-02-15,310.100006104,307.320007324,309.220001221,309.910003662,570300.0,301.997375488
2017-02-16,312.440002441,308.329986572,309.920013428,311.170013428,588800.0,303.225158691
2017-02-17,312.170013428,310.570007324,311.25,311.350006104,474400.0,303.400634766
2017-02-21,313.739990234,310.519989014,311.339996338,312.519989014,583200.0,304.540740967
2017-02-22,313.329986572,310.890014648,311.850006104,312.459991455,408700.0,304.482299805
2017-02-23,312.339996338,309.890014648,311.670013428,310.200012207,364400.0,303.104522705
2017-02-24,312.649993896,308.769989014,308.769989014,312.649993896,488100.0,305.498443604
2017-02-27,313.359985352,309.630004883,312.989990234,310.200012207,349400.0,303.104522705
2017-02-28,310.279998779,307.5,309.269989014,308.540008545,612200.0,301.482452393
2017-03-01,316.660003662,310.929992676,311.980010986,315.359985352,837700.0,308.14642334
2017-03-02,314.700012207,312.320007324,314.540008545,312.970001221,435500.0,305.811187744
