Date,High,Low,Open,Close,Volume,Adj Close
2016-12-12,77.4300003052,76.3499984741,76.9800033569,76.7399978638,4489300.0,69.9842605591
2016-12-13,78.0599975586,76.4899978638,77.0,77.6699981689,4925600.0,70.8323822021
2016-12-14,77.8499984741,76.8499984741,77.4499969482,77.1900024414,6045400.0,70.3946456909
2016-12-15,77.6900024414,76.7900009155,77.1399993896,76.9800033569,4089400.0,70.2031326294
2016-12-16,78.3700027466,76.4700012207,77.0400009155,76.75,8217400.0,69.9933853149
2016-12-19,77.6399993896,76.5199966431,76.5800018311,77.0400009155,2856600.0,70.257850647
2016-12-20,78.0,77.2600021362,77.3499984741,77.6500015259,3504600.0,70.8141479492
2016-12-21,77.8700027466,77.1200027466,77.3700027466,77.1299972534,2152400.0,70.3399276733
2016-12-22,77.0,73.4100036621,76.8499984741,73.7399978638,8438800.0,67.2483596802
2016-12-23,74.4800033569,73.2900009155,73.9800033569,73.5,3333700.0,67.0294952393
2016-12-27,74.2300033569,73.5599975586,73.8300018311,73.6999969482,2200300.0,67.2118759155
2016-12-28,73.9800033569,72.75,73.75,72.8300018311,2648500.0,66.41847229
2016-12-29,73.1699981689,72.4300003052,72.7799987793,72.6200027466,2795300.0,66.2269668579
2016-12-30,72.9300003052,71.8799972534,72.7099990845,72.2300033569,3069200.0,65.8712997437
2017-01-03,72.8899993896,71.9899978638,72.6600036621,72.75,3907100.0,66.3455200195
2017-01-04,74.2399978638,73.0999984741,73.0999984741,73.8099975586,5316200.0,67.312210083
2017-01-05,72.7200012207,70.8499984741,72.3300018311,72.5599975586,7096300.0,66.1722488403
2017-01-06,72.2300033569,71.1800003052,71.9800033569,71.4400024414,5235100.0,65.1508483887
2017-01-09,71.8700027466,71.3600006104,71.5500030518,71.4300003052,3814300.0,65.1417388916
2017-01-10,72.0100021362,71.0100021362,71.3799972534,71.4300003052,4681800.0,65.1417388916
2017-01-11,71.9300003052,71.3300018311,71.6800003052,71.6100006104,3479900.0,65.3058776855
2017-01-12,71.7099990845,70.7900009155,71.4300003052,71.25,4163200.0,64.9775619507
2017-01-13,71.3799972534,70.0299987793,71.0699996948,70.1900024414,5332300.0,64.010887146
2017-01-17,72.0800018311,70.6299972534,70.7600021362,70.9400024414,5426700.0,64.6948623657
2017-01-18,68.0,66.3499984741,68.0,66.8499984741,19063200.0,60.9649276733
2017-01-19,66.8799972534,65.0599975586,66.3300018311,65.3899993896,12274900.0,59.6334533691
2017-01-20,65.4100036621,63.7799987793,65.3899993896,64.0999984741,12983500.0,58.4570121765
2017-01-23,64.5500030518,63.5499992371,64.0699996948,63.8499984741,7909000.0,58.229019165
2017-01-24,64.4199981689,63.6100006104,63.8499984741,64.4100036621,6084400.0,58.7397270203
2017-01-25,65.1699981689,64.6600036621,64.7300033569,65.0,5702500.0,59.2777862549
2017-01-26,64.9100036621,64.1200027466,64.8499984741,64.1699981689,4393100.0,58.5208473206
2017-01-27,64.7699966431,62.9399986267,64.5500030518,63.7000007629,7472000.0,58.0922279358
2017-01-30,64.1399993896,63.4900016785,63.7000007629,64.1200027466,5220500.0,58.4752616882
2017-01-31,64.5,63.4500007629,63.7999992371,64.4800033569,5735100.0,58.8035621643
2017-02-01,64.1600036621,63.4599990845,63.9799995422,63.6699981689,5307400.0,58.0648651123
2017-02-02,64.1699981689,63.6599998474,63.9099998474,63.6800003052,5518400.0,58.0739936829
2017-02-03,64.3499984741,63.5200004578,63.8600006104,63.75,4965300.0,58.1378250122
2017-02-06,63.9500007629,63.3600006104,63.7700004578,63.4199981689,6003300.0,57.8368835449
2017-02-07,64.1600036621,63.4500007629,63.8800010681,63.5699996948,4256000.0,57.9736709595
2017-02-08,64.9100036621,63.3800010681,63.5099983215,64.7699966431,4511000.0,59.068031311
2017-02-09,66.5400009155,64.6100006104,64.7699966431,66.4100036621,7754800.0,60.5636558533
2017-02-10,66.9599990845,65.2200012207,66.5100021362,65.7300033569,5520800.0,59.9435195923
2017-02-13,65.6999969482,64.5299987793,65.6200027466,64.8099975586,4218200.0,59.6490020752
2017-02-14,65.6600036621,64.5199966431,64.5199966431,65.6500015259,5117100.0,60.4221076965
2017-02-15,65.9499969482,65.2399978638,65.5,65.75,3974000.0,60.5141410828
2017-02-16,65.8499984741,65.0299987793,65.7699966431,65.1999969482,3325000.0,60.007938385
2017-02-17,65.9000015259,64.9199981689,65.2399978638,65.7900009155,4235400.0,60.5509643555
2017-02-21,66.3899993896,65.7900009155,66.2600021362,66.2099990845,4838600.0,60.9375267029
2017-02-22,66.2799987793,65.5999984741,66.0599975586,65.9400024414,3029400.0,60.6890144348
2017-02-23,66.1500015259,64.8700027466,66.0400009155,64.9800033569,4867900.0,59.8054656982
2017-02-24,66.6399993896,64.9300003052,65.2600021362,66.5100021362,6909000.0,61.2136306763
2017-02-27,67.0800018311,66.2300033569,66.3899993896,66.9100036621,6839200.0,61.5817871094
2017-02-28,66.9100036621,57.2999992371,66.9100036621,58.7700004578,45305400.0,54.0899810791
2017-03-01,59.3300018311,57.3499984741,58.7799987793,57.8300018311,22808000.0,53.2248420715
2017-03-02,58.5200004578,57.75,58.0,57.9500007629,10976600.0,53.3352851868
2017-03-03,58.2799987793,57.0900001526,58.2400016785,57.3499984741,9057200.0,52.7830657959
2017-03-06,57.3499984741,56.0,57.2999992371,56.0999984741,11313400.0,51.6326026917
2017-03-07,56.4300003052,55.0499992371,56.0999984741,55.1399993896,13236500.0,50.7490501404
2017-03-08,55.5499992371,55.0,55.4399986267,55.0200004578,9417300.0,50.6385993958
2017-03-09,55.3499984741,54.4099998474,55.0,55.2000007629,10878100.0,50.8042678833
2017-03-10,55.8800010681,55.0499992371,55.3499984741,55.3600006104,7591300.0,50.9515304565
2017-03-13,55.6100006104,54.8400001526,55.3800010681,55.1899986267,7522200.0,50.7950668335
2017-03-14,55.3699989319,54.6800003052,55.2000007629,54.75,6000100.0,50.3901100159
2017-03-15,54.7099990845,54.1199989319,54.5999984741,54.5699996948,8525500.0,50.224445343
2017-03-16,54.9500007629,54.25,54.4000015259,54.5900001526,6354100.0,50.2428436279
2017-03-17,54.7799987793,54.2900009155,54.7000007629,54.2900009155,14193800.0,49.9667396545
2017-03-20,54.6399993896,53.9399986267,54.5499992371,54.3699989319,9164000.0,50.0403671265
2017-03-21,54.4599990845,53.2299995422,54.4099998474,53.3899993896,9146700.0,49.1384048462
2017-03-22,53.6699981689,52.7700004578,53.3499984741,53.5800018311,5869000.0,49.3132781982
2017-03-23,53.6399993896,53.0499992371,53.4799995422,53.1399993896,5722400.0,48.9083213806
2017-03-24,53.3499984741,52.9099998474,53.25,53.1199989319,4351800.0,48.8899116516
2017-03-27,53.75,52.8499984741,53.0,53.3300018311,7644400.0,49.0831871033
2017-03-28,53.6800003052,53.1800003052,53.1899986267,53.5999984741,4395800.0,49.3316802979
2017-03-29,55.5800018311,53.5499992371,53.6500015259,55.1500015259,9848600.0,50.7582550049
2017-03-30,55.4099998474,54.8699989319,55.0600013733,55.25,4870200.0,50.8502845764
2017-03-31,55.7700004578,55.1300010681,55.2000007629,55.1899986267,7457800.0,50.7950668335
2017-04-03,55.2299995422,53.8499984741,55.2200012207,54.0299987793,6970900.0,49.7274436951
2017-04-04,53.9900016785,52.9799995422,53.8199996948,53.4300003052,6578300.0,49.1752281189
2017-04-05,53.8400001526,52.7200012207,53.5499992371,52.75,6810800.0,48.5493736267
2017-04-06,54.1300010681,53.0699996948,53.1599998474,53.5699996948,8672400.0,49.3040733337
2017-04-07,53.7900009155,52.9700012207,53.4700012207,53.2400016785,5782100.0,49.0003585815
2017-04-10,54.3400001526,53.4000015259,53.4799995422,53.7900009155,4978100.0,49.5065574646
2017-04-11,53.9000015259,53.1399993896,53.8100013733,53.7099990845,4917500.0,49.4329223633
2017-04-12,53.5299987793,53.1899986267,53.3600006104,53.4000015259,4534800.0,49.1476097107
2017-04-13,53.6399993896,53.2900009155,53.4900016785,53.3899993896,5087400.0,49.1384048462
2017-04-17,53.6800003052,53.0999984741,53.3600006104,53.6800003052,4702400.0,49.4053153992
2017-04-18,53.8199996948,53.4300003052,53.5999984741,53.5999984741,4371000.0,49.3316802979
2017-04-19,54.3800010681,53.7099990845,53.7900009155,53.8899993896,5419600.0,49.5985908508
2017-04-20,54.8800010681,54.1100006104,54.2099990845,54.6399993896,5843200.0,50.2888679504
2017-04-21,55.1300010681,54.5400009155,54.5400009155,54.7799987793,5948300.0,50.4177207947
2017-04-24,55.2900009155,54.4199981689,55.1599998474,54.8199996948,5717900.0,50.4545326233
2017-04-25,55.1599998474,54.7999992371,54.9000015259,55.1500015259,4096700.0,50.7582550049
2017-04-26,56.2900009155,55.2099990845,55.3699989319,55.9799995422,6273500.0,51.522151947
2017-04-27,56.1699981689,55.6800003052,55.9799995422,56.0900001526,3881200.0,51.6234054565
2017-04-28,56.0800018311,55.3600006104,56.0800018311,55.8499984741,8428000.0,51.4025115967
2017-05-01,56.0,55.5200004578,55.8100013733,55.7700004578,5164200.0,51.3288841248
2017-05-02,56.3400001526,55.6300010681,55.7400016785,56.1599998474,4017100.0,51.6878242493
