Date,High,Low,Open,Close,Volume,Adj Close
2016-12-12,59.8300018311,59.0099983215,59.6100006104,59.5900001526,3461200.0,57.0635910034
2016-12-13,59.8199996948,59.2099990845,59.6199989319,59.4099998474,1971000.0,57.0539894104
2016-12-14,59.5,58.2999992371,59.3199996948,58.3699989319,4929300.0,56.2160949707
2016-12-15,59.4700012207,58.25,58.6399993896,58.3300018311,3688600.0,56.1775741577
2016-12-16,59.4000015259,57.8400001526,58.6399993896,57.9199981689,4929100.0,55.782699585
2016-12-19,57.9900016785,57.3600006104,57.7900009155,57.6599998474,2667400.0,55.5322952271
2016-12-20,58.0699996948,57.4199981689,58.0099983215,58.0699996948,2291400.0,55.9271621704
2016-12-21,58.0699996948,57.2900009155,58.0699996948,57.3300018311,1760000.0,55.2144737244
2016-12-22,57.2799987793,56.8300018311,57.2799987793,57.2799987793,1682100.0,55.1663246155
2016-12-23,57.4500007629,56.6300010681,57.2099990845,56.8199996948,1830100.0,54.7232933044
2016-12-27,57.4199981689,56.8899993896,57.1199989319,57.2799987793,1093000.0,55.1663246155
2016-12-28,57.4700012207,56.6199989319,57.3100013733,56.6500015259,1375500.0,54.5595703125
2016-12-29,56.8499984741,56.3600006104,56.8199996948,56.4900016785,1156600.0,54.4054756165
2016-12-30,56.9000015259,56.2400016785,56.7000007629,56.4199981689,1844400.0,54.3380508423
2017-01-03,56.9599990845,55.7999992371,56.9000015259,56.2200012207,2595000.0,54.1454277039
2017-01-04,57.4599990845,56.3199996948,56.4599990845,57.2099990845,3074900.0,55.098903656
2017-01-05,57.7200012207,56.7000007629,57.0200004578,56.9700012207,1636800.0,54.8677520752
2017-01-06,57.5400009155,56.9000015259,57.0400009155,57.3400001526,1490100.0,55.2241020203
2017-01-09,57.6899986267,56.8899993896,57.2799987793,57.0200004578,1472100.0,54.9159164429
2017-01-10,57.1599998474,56.6800003052,57.1100006104,56.7700004578,1646400.0,54.6751403809
2017-01-11,56.9599990845,56.0400009155,56.9099998474,56.8400001526,3852100.0,54.7425537109
2017-01-12,56.9799995422,55.7999992371,56.5299987793,56.7200012207,4289600.0,54.6269874573
2017-01-13,57.4399986267,56.6699981689,57.0600013733,56.8300018311,1963300.0,54.7329177856
2017-01-17,56.7799987793,56.1699981689,56.7299995422,56.4599990845,1998500.0,54.37657547
